shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,shift11,shift12,shift13,shift14,shift15,shift16,shift17,shift18,shift19,shift20,log_cc_move
-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.0403142563366643,-0.011397172102017628,0.0018022779397064426,0.00233604960123035,0.0028932629876821103,0.04371382142046265,0.026553282725834126
0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.0403142563366643,-0.011397172102017628,0.0018022779397064426,0.00233604960123035,0.0028932629876821103,0.009580642726084498
0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.0403142563366643,-0.011397172102017628,0.0018022779397064426,0.00233604960123035,-0.04152202388519166
-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.0403142563366643,-0.011397172102017628,0.0018022779397064426,0.018327755339133223
0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.0403142563366643,-0.011397172102017628,0.04169626167627527
0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.0403142563366643,0.012447701963692381
0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.017099295662903913,0.014527648924527625
0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.03283925235638829,0.02278074225969151
0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,0.037316855872818966,0.00618897774877869
0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,-0.09736507747578393,-0.04140900331311448
-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,-0.03065999120063312,0.043463513186542624
0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,-0.0578507192112947,0.006866593594211157
0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,0.065152161091516,0.016426063132765734
0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.03222828647445963,-0.009009951290913865
-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,-0.01203223108746343,-0.005506976570954336
-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.05655190736949134,0.0331056211617522
0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,0.009183022838834987,0.0015628281784403342
0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.0373688783173578,-0.010796222294642277
-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.004083570576323137,-0.008925678013219862
-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022249959493802596,-0.011410643193165981
-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.026553282725834126,-0.022978523389187266
-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,0.009580642726084498,0.010886784565870222
0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.04152202388519166,-0.008888488144875861
-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.018327755339133223,-0.012181302047042486
-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,0.04169626167627527,0.01701260482103306
0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.012447701963692381,-0.03359651321362289
-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,0.014527648924527625,0.019256062044436195
0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.02278074225969151,-0.05917480685026044
-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,0.00618897774877869,0.030956455171174735
0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,-0.04140900331311448,-0.03834883869300487
-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.043463513186542624,0.003722921474960117
0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.006866593594211157,0.03428031166171408
0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.016426063132765734,0.05780358833727828
0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,-0.009009951290913865,0.02616927256096968
0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.005506976570954336,0.027994337344223297
0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,0.0331056211617522,-0.06608716678963678
-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.0015628281784403342,-0.0652295421529292
-0.0652295421529292,-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,-0.010796222294642277,0.04949839973867265
0.04949839973867265,-0.0652295421529292,-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.008925678013219862,0.002883727028482941
0.002883727028482941,0.04949839973867265,-0.0652295421529292,-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,-0.011410643193165981,-0.011942391947749709
-0.011942391947749709,0.002883727028482941,0.04949839973867265,-0.0652295421529292,-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.022978523389187266,0.016280252053465283
0.016280252053465283,-0.011942391947749709,0.002883727028482941,0.04949839973867265,-0.0652295421529292,-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.010886784565870222,-0.006904930412521271
-0.006904930412521271,0.016280252053465283,-0.011942391947749709,0.002883727028482941,0.04949839973867265,-0.0652295421529292,-0.06608716678963678,0.027994337344223297,0.02616927256096968,0.05780358833727828,0.03428031166171408,0.003722921474960117,-0.03834883869300487,0.030956455171174735,-0.05917480685026044,0.019256062044436195,-0.03359651321362289,0.01701260482103306,-0.012181302047042486,-0.008888488144875861,0.0004841714877095171
